epoch,step,train_loss
0,49,0.04907122254371643
0,99,0.03599090129137039
0,149,0.012977096252143383
0,199,0.033728715032339096
0,249,0.06612853705883026
0,299,0.04768121987581253
0,349,0.04194245859980583
0,399,0.0430067740380764
0,449,0.04653479903936386
0,499,0.038400799036026
0,549,0.0141478655859828
0,599,0.047333668917417526
0,649,0.0380716398358345
0,699,0.05328172817826271
0,749,0.06545393168926239
0,799,0.04442471265792847
0,849,0.03238196671009064
0,899,0.044348105788230896
